id,crop,category,fact_name,value,unit,value_type,context,source_institution,source_title,source_url,source_locator,source_page_number,source_medium,source_value_text,extraction_method,verification_status,verified_on,current_label_or_local_validation_required,notes
verified_0395,Garlic and Groundnut,Fertilizer,Zinc sulphate,13.5,kg/ha,number,Intercropping technology fertilizer package,Bangladesh Agricultural Research Institute (BARI),বগুড়ার চরাঞ্চলে রসুনের সাথে চীনাবাদামের আন্তঃফসল চাষ একটি লাভজনক প্রযুক্তি,https://baritechnology.org/m/crops/tech_detail/350,"প্রযুক্তির বিবরণ > fertilizer table > management > harvest, yield and finance",,Official webpage/table,Zinc sulphate: 13.5,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0396,Cropping system,Region,Suitable AEZ — item,AEZ-28,,list_item,Tangail and similar areas,Bangladesh Agricultural Research Institute (BARI),সরিষা-বোরো ধান-পাট-রোপা আমন ধান: টাংগাইল অঞ্চলের একটি অধিক উৎপাদনশীল ফসল বিন্যাস,https://m.baritechnology.org/crops/tech_detail/353,প্রযুক্তির বিবরণ > system comparison > varieties and seed rates > fertilizer table,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0397,T. Aman Rice,Fertilizer,Urea,140,kg/ha,number,Wheat–T. Aman cropping system table; source display labels gypsum inconsistently,Bangladesh Agricultural Research Institute (BARI),গম-রোপা আমন ধান ফসল ধারার সার ও সেচ ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/357,প্রযুক্তির বিবরণ > fertilizer table > fertilizer timing and irrigation,,Official webpage/table,Urea: 140,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0398,Coconut,Sanitation,Pre-fertilizer cleaning — item,Remove leaf litter,,list_item,,Bangladesh Agricultural Research Institute (BARI),নারিকেলের সমন্বিত ফসল ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/456,প্রযুক্তির বিবরণ > fertilizer timing and sanitation > pest and disease management,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0399,Maize and dwarf yardlong bean,Region,Suitable areas — item,Bogura,,list_item,,Bangladesh Agricultural Research Institute (BARI),আন্তঃফসল হিসাবে ভুট্টার সাথে খাটো জাতের বরবটির চাষ,https://baritechnology.org/m/crops/tech_detail/502,প্রযুক্তির বিবরণ > crop/variety/area > sowing and harvest > fertilizer management > yield,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0400,Onion,Crop calendar,Transplanting window — reported window,Mid-November to Last week of December,,date_window,,Bangladesh Agricultural Research Institute (BARI),পেঁয়াজ চাষে সমন্বিত আগাছা ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/506,প্রযুক্তির বিবরণ > variety/area > planting and harvest > fertilizer rate and application,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0401,Chia,Nutritional composition,Fibre — minimum,18,percent,number,,Bangladesh Agricultural Research Institute (BARI),চিয়া চাষে কৃষিতাত্ত্বিক ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/518,প্রযুক্তির বিবরণ > nutrient composition > fertilizer description > planting method > suitability,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0402,BR7,Resource availability,Official variety document,Download listed on BRRI page,,text,,Bangladesh Rice Research Institute (BRRI),আউশ ধানের জাত,https://brri.gov.bd/site/page/51edd399-1ba3-4f9c-bf82-125d681b8ff8/আউশ-ধানের-জাত,আউশ ধানের জাত > variety download list,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0403,BRRI dhan118,Variety status,Listed as new BRRI Boro variety,True,,boolean,,Bangladesh Rice Research Institute (BRRI),ব্রি উদ্ভাবিত নতুন বোরো ধানের জাতসমূহ,https://brri.gov.bd/pages/static-pages/699d278d0517136ccaa33510,নতুন বোরো ধানের জাতসমূহ table,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0404,BRRI dhan112,Release,Release year,2025,year,text,,Bangladesh Rice Research Institute (BRRI),বিগত বছরে ব্রির উদ্ভাবিত ধানের জাতসমূহ,https://brri.gov.bd/site/page/dccbd42b-3258-467b-8b47-fc74e6bd15e1,বিগত বছরে ব্রির উদ্ভাবিত ধানের জাতসমূহ > বছর ও জাতসমূহ table,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0405,BWMRI Hybrid Maize-2,Plant morphology,Cob height — maximum,130,cm,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),বিডাব্লিউএমআরআই হাইব্রিড ভুট্টা ২,https://bwmri.gov.bd/pages/static-pages/6922dfff933eb65569e24fc5,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0406,BARI Hybrid Maize-9,Crop duration,Kharif duration — maximum,110,days,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),বারি হাইব্রিড ভুট্টা ৯,https://bwmri.gov.bd/pages/static-pages/6922def6933eb65569e1ebb3,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0407,BARI Gom-25,Variety trait,Grains per spike — minimum,45,grains/spike,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-25,https://bwmri.gov.bd/site/page/ba774aa2-708e-4438-b977-a206b1113d7b/,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0408,BARI Gom-26,Variety trait,Grains per spike — minimum,45,grains/spike,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-26,https://bwmri.gov.bd/pages/static-pages/6922e073933eb65569e271de,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0409,BARI Gom-27,Variety trait,Heading time — reported range,60-65,days,range,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-27,https://bwmri.gov.bd/pages/static-pages/6922df57933eb65569e21533,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,direct structured extraction of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0410,BARI Gom-28,Variety trait,Heading time — reported range,55-60,days,range,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-28,https://bwmri.gov.bd/site/page/d985dfcc-d5f6-4466-8793-26bd129b52c2/,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,direct structured extraction of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0411,BARI Gom-30,Variety trait,Thousand-grain weight — reported range,44-48,g,range,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-30,https://bwmri.gov.bd/pages/static-pages/6922de18933eb65569e1831b,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,direct structured extraction of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0412,BARI Gom-31,Variety trait,Thousand-grain weight — reported range,48-52,g,range,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-31,https://bwmri.gov.bd/pages/static-pages/6922dcd2933eb65569e123f6,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,direct structured extraction of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0413,BARI Gom-32,Variety trait,Reported traits — full list,Lodging resistant; Early; Heat tolerant,,list,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-32,https://bwmri.gov.bd/pages/static-pages/6922e087933eb65569e276c5,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,direct structured extraction of source list,verified_against_visible_official_source,2026-07-24,False,
verified_0414,BARI Gom-33,Variety trait,Thousand-grain weight — minimum,52,g,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-33,https://bwmri.gov.bd/site/page/3873b43b-5523-4681-94f1-0e1bda851d1b,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0415,BWMRI Gom-5,Variety trait,Thousand-grain weight — minimum,45,g,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BWMRI Gom-5,https://bwmri.gov.bd/pages/static-pages/6922dc25933eb65569e0ea41,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0416,Irrigated crops,Database fields,Calendar information fields — item,Area equipped for irrigation,,list_item,,Food and Agriculture Organization of the United Nations (FAO),AQUASTAT Irrigated Crop Calendars and Irrigation Water Requirement,https://www.fao.org/aquastat/en/data-analysis/irrig-water-use/irrigated-crop-calendars/index.html,Irrigated crop calendars > Bangladesh example; Irrigation water requirement > wheat example,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0417,All non-rice crops,Soil water,Available-water classification — item,Sand: low,,list_item,,Food and Agriculture Organization of the United Nations (FAO),"Irrigation Water Management: Irrigation Scheduling, Chapter 3",https://www.fao.org/4/t7202e/t7202e06.htm,"Chapter 3 > Sections 3.1-3.3 > Tables 3, 4 and 5",,Official scanned technical manual presented as an HTML chapter,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0418,Tomato,Crop water need,June,180,mm/month,text,FAO example for a 150-day crop,Food and Agriculture Organization of the United Nations (FAO),"Irrigation Water Management: Irrigation Water Needs, Chapter 4",https://www.fao.org/4/s2022e/s2022e04.htm,Chapter 4 > Irrigation Water Needs > formula and tomato example,,Official scanned technical manual presented as an HTML chapter,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0419,Wheat,Fertilizer,Boric acid,3,kg/ha,number,Conservation-tillage cropping-pattern fertilizer table,Bangladesh Agricultural Research Institute (BARI),ফসল বিন্যাসের ফলন বৃদ্ধি ও মৃত্তিকার ভৌতগুণাবলী উন্নয়নের জন্য সংরক্ষিত কর্ষণ ও শস্যের অবশেষ ব্যবহার,https://m.baritechnology.org/crops/tech_detail/293,প্রযুক্তির বিবরণ > conservation tillage depth and crop-residue system > fertilizer application,,Official webpage/table,Boric acid: 3,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0420,Cabbage,Produce quality,Reported benefits — item,Improves crop size,,list_item,,Bangladesh Agricultural Research Institute (BARI),কেঁচো সার ও রাসায়নিক সারের সমন্বিত প্রয়োগে বাঁধাকপি উৎপাদন,https://baritechnology.org/m/crops/tech_detail/297,প্রযুক্তির বিবরণ > fertilizer description > application method > crop care,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0421,Tomato,Crop calendar,Seed sowing window — end,Mid-October,,date_text,,Bangladesh Agricultural Research Institute (BARI),জিংক ও বোরন সার পাতায় সিঞ্চণ প্রয়োগে টমেটো চাষ,https://baritechnology.org/m/crops/tech_detail/300,প্রযুক্তির বিবরণ > অঞ্চল/মাটি/বীজ > sowing/transplanting > fertilizer table > foliar application,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0422,Tomato,Seed,Seed rate,200,g/ha,text,,Bangladesh Agricultural Research Institute (BARI),টমেটো উৎপাদনে আরবাস্কুলার মাইকোরাইজা ও ফসফরাসের ব্যবহার,https://baritechnology.org/m/crops/tech_detail/304,প্রযুক্তির বিবরণ > production technology table > fertilizer rate and method,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0423,Mango,Fertilizer timing,Main fertilizer application window — end,First week of October,,date_text,,Bangladesh Agricultural Research Institute (BARI),আমের ফুল ও ফল ঝরা রোধে টেকসই ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/322,প্রযুক্তির বিবরণ > seasonal management > age-based fertilizer table > application method,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0424,Bt Brinjal,Plant population,Seedling requirement — minimum,12500,seedlings/ha,number,,Bangladesh Agricultural Research Institute (BARI),বিটি বেগুনের উন্নত উৎপাদন প্রযুক্তি,https://baritechnology.org/m/crops/tech_detail/333,"প্রযুক্তির বিবরণ > varieties/seedlings > soil and planting > irrigation, harvest, yield and finance",,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0425,Brinjal and dwarf hyacinth bean,Soil,Suitable soil — item,Organic-matter-rich sandy loam,,list_item,,Bangladesh Agricultural Research Institute (BARI),আন্তঃফসল হিসাবে বেগুনের সাথে ঝাড়শীমের চাষ,https://baritechnology.org/m/crops/tech_detail/334,"প্রযুক্তির বিবরণ > varieties and seed rate > soil and planting > harvest, yield and finance",,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0426,T. Aman Rice,Crop calendar,Transplanting time,Last week of July,,text,,Bangladesh Agricultural Research Institute (BARI),উঁচু গঙ্গাবাহিত প্লাবন ভূমিতে আলু-পেঁয়াজ/ভুট্টা-রোপাআমন ধান ফসল ধারায় সার সুপারিশমালা,https://baritechnology.org/m/crops/tech_detail/346,"প্রযুক্তির বিবরণ > crop sequence, seed rate and fertilizer table > management and yield",,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0427,Onion,Fertilizer,Reported fertilizer package,Urea 211 kg/ha; TSP 260 kg/ha; MoP 330 kg/ha; Gypsum 125 kg/ha; Boric acid 18 kg/ha,,package,Kurigram four-crop system fertilizer table,Bangladesh Agricultural Research Institute (BARI),পেঁয়াজ/মুগডাল-পাট-রোপা আমন ধান: কুড়িগ্রাম অঞ্চলের একটি চার ফসল ভিত্তিক উন্নত ফসল বিন্যাস,https://baritechnology.org/m/crops/tech_detail/348,"প্রযুক্তির বিবরণ > fertilizer table > management, harvest and yield",,Official webpage/table,,structured assembly of source table row,verified_against_visible_official_source,2026-07-24,False,
verified_0428,Cropping system,Region,Suitable AEZ — item,AEZ-14,,list_item,Khulna coastal and similar areas,Bangladesh Agricultural Research Institute (BARI),খুলনার উপকূলীয় অঞ্চলে রোপাআমন-সরিষা-মুগডাল একটি উন্নত ফসল ধারা,https://baritechnology.org/m/crops/tech_detail/349,"প্রযুক্তির বিবরণ > উৎপাদন প্রযুক্তি > সারের নাম table > সার প্রয়োগ পদ্ধতি, আন্তঃপরিচর্যা ও ফলন",,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0429,Garlic and Groundnut,Fertilizer,Boric acid,7,kg/ha,number,Intercropping technology fertilizer package,Bangladesh Agricultural Research Institute (BARI),বগুড়ার চরাঞ্চলে রসুনের সাথে চীনাবাদামের আন্তঃফসল চাষ একটি লাভজনক প্রযুক্তি,https://baritechnology.org/m/crops/tech_detail/350,"প্রযুক্তির বিবরণ > fertilizer table > management > harvest, yield and finance",,Official webpage/table,Boric acid: 7,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0430,Mustard,Variety,Recommended variety,BARI Sarisha-14,,text,,Bangladesh Agricultural Research Institute (BARI),সরিষা-বোরো ধান-পাট-রোপা আমন ধান: টাংগাইল অঞ্চলের একটি অধিক উৎপাদনশীল ফসল বিন্যাস,https://m.baritechnology.org/crops/tech_detail/353,প্রযুক্তির বিবরণ > system comparison > varieties and seed rates > fertilizer table,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0431,T. Aman Rice,Fertilizer,TSP,95,kg/ha,number,Wheat–T. Aman cropping system table; source display labels gypsum inconsistently,Bangladesh Agricultural Research Institute (BARI),গম-রোপা আমন ধান ফসল ধারার সার ও সেচ ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/357,প্রযুক্তির বিবরণ > fertilizer table > fertilizer timing and irrigation,,Official webpage/table,TSP: 95,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0432,Coconut,Pest management,Reported acetamiprid rate,1,g/L,text,,Bangladesh Agricultural Research Institute (BARI),নারিকেলের সমন্বিত ফসল ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/456,প্রযুক্তির বিবরণ > fertilizer timing and sanitation > pest and disease management,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,True,
verified_0433,Maize and dwarf yardlong bean,Region,Suitable areas — item,Rangpur,,list_item,,Bangladesh Agricultural Research Institute (BARI),আন্তঃফসল হিসাবে ভুট্টার সাথে খাটো জাতের বরবটির চাষ,https://baritechnology.org/m/crops/tech_detail/502,প্রযুক্তির বিবরণ > crop/variety/area > sowing and harvest > fertilizer management > yield,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0434,Onion,Crop calendar,Transplanting window — start,Mid-November,,date_text,,Bangladesh Agricultural Research Institute (BARI),পেঁয়াজ চাষে সমন্বিত আগাছা ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/506,প্রযুক্তির বিবরণ > variety/area > planting and harvest > fertilizer rate and application,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0435,Chia,Nutritional composition,Fibre — maximum,30,percent,number,,Bangladesh Agricultural Research Institute (BARI),চিয়া চাষে কৃষিতাত্ত্বিক ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/518,প্রযুক্তির বিবরণ > nutrient composition > fertilizer description > planting method > suitability,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0436,BR8,Season classification,Rice season,Aus,,text,,Bangladesh Rice Research Institute (BRRI),আউশ ধানের জাত,https://brri.gov.bd/site/page/51edd399-1ba3-4f9c-bf82-125d681b8ff8/আউশ-ধানের-জাত,আউশ ধানের জাত > variety download list,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0437,BRRI Hybrid dhan09,Season classification,Rice season,Boro,,text,,Bangladesh Rice Research Institute (BRRI),ব্রি উদ্ভাবিত নতুন বোরো ধানের জাতসমূহ,https://brri.gov.bd/pages/static-pages/699d278d0517136ccaa33510,নতুন বোরো ধানের জাতসমূহ table,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0438,BRRI dhan112,Institution,Developer,BRRI,,text,,Bangladesh Rice Research Institute (BRRI),বিগত বছরে ব্রির উদ্ভাবিত ধানের জাতসমূহ,https://brri.gov.bd/site/page/dccbd42b-3258-467b-8b47-fc74e6bd15e1,বিগত বছরে ব্রির উদ্ভাবিত ধানের জাতসমূহ > বছর ও জাতসমূহ table,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0439,BWMRI Hybrid Maize-2,Silk,Anthocyanin,Absent,,text,,Bangladesh Wheat and Maize Research Institute (BWMRI),বিডাব্লিউএমআরআই হাইব্রিড ভুট্টা ২,https://bwmri.gov.bd/pages/static-pages/6922dfff933eb65569e24fc5,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0440,BARI Hybrid Maize-9,Plant morphology,Plant height — reported range,205-230,cm,range,,Bangladesh Wheat and Maize Research Institute (BWMRI),বারি হাইব্রিড ভুট্টা ৯,https://bwmri.gov.bd/pages/static-pages/6922def6933eb65569e1ebb3,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,direct structured extraction of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0441,BARI Gom-25,Variety trait,Grains per spike — maximum,55,grains/spike,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-25,https://bwmri.gov.bd/site/page/ba774aa2-708e-4438-b977-a206b1113d7b/,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0442,BARI Gom-26,Variety trait,Grains per spike — maximum,50,grains/spike,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-26,https://bwmri.gov.bd/pages/static-pages/6922e073933eb65569e271de,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0443,BARI Gom-27,Variety trait,Heading time — minimum,60,days,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-27,https://bwmri.gov.bd/pages/static-pages/6922df57933eb65569e21533,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0444,BARI Gom-28,Variety trait,Heading time — minimum,55,days,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-28,https://bwmri.gov.bd/site/page/d985dfcc-d5f6-4466-8793-26bd129b52c2/,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0445,BARI Gom-30,Variety trait,Thousand-grain weight — minimum,44,g,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-30,https://bwmri.gov.bd/pages/static-pages/6922de18933eb65569e1831b,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0446,BARI Gom-31,Variety trait,Thousand-grain weight — minimum,48,g,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-31,https://bwmri.gov.bd/pages/static-pages/6922dcd2933eb65569e123f6,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0447,BARI Gom-32,Variety trait,Reported traits — item,Lodging resistant,,list_item,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-32,https://bwmri.gov.bd/pages/static-pages/6922e087933eb65569e276c5,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0448,BARI Gom-33,Variety trait,Thousand-grain weight — maximum,60,g,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-33,https://bwmri.gov.bd/site/page/3873b43b-5523-4681-94f1-0e1bda851d1b,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0449,BWMRI Gom-5,Variety trait,Thousand-grain weight — maximum,50,g,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BWMRI Gom-5,https://bwmri.gov.bd/pages/static-pages/6922dc25933eb65569e0ea41,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0450,Irrigated crops,Database fields,Calendar information fields — item,Area actually irrigated,,list_item,,Food and Agriculture Organization of the United Nations (FAO),AQUASTAT Irrigated Crop Calendars and Irrigation Water Requirement,https://www.fao.org/aquastat/en/data-analysis/irrig-water-use/irrigated-crop-calendars/index.html,Irrigated crop calendars > Bangladesh example; Irrigation water requirement > wheat example,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0451,All non-rice crops,Soil water,Available-water classification — item,Loam: medium,,list_item,,Food and Agriculture Organization of the United Nations (FAO),"Irrigation Water Management: Irrigation Scheduling, Chapter 3",https://www.fao.org/4/t7202e/t7202e06.htm,"Chapter 3 > Sections 3.1-3.3 > Tables 3, 4 and 5",,Official scanned technical manual presented as an HTML chapter,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0452,Tomato,Crop water need,Season total,786,mm,text,FAO example for a 150-day crop,Food and Agriculture Organization of the United Nations (FAO),"Irrigation Water Management: Irrigation Water Needs, Chapter 4",https://www.fao.org/4/s2022e/s2022e04.htm,Chapter 4 > Irrigation Water Needs > formula and tomato example,,Official scanned technical manual presented as an HTML chapter,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0453,Wheat,Fertilizer,Reported fertilizer package,Urea 260 kg/ha; TSP 150 kg/ha; MoP 120 kg/ha; Gypsum 94 kg/ha; Zinc sulphate monohydrate 6 kg/ha; Boric acid 3 kg/ha,,package,Conservation-tillage cropping-pattern fertilizer table,Bangladesh Agricultural Research Institute (BARI),ফসল বিন্যাসের ফলন বৃদ্ধি ও মৃত্তিকার ভৌতগুণাবলী উন্নয়নের জন্য সংরক্ষিত কর্ষণ ও শস্যের অবশেষ ব্যবহার,https://m.baritechnology.org/crops/tech_detail/293,প্রযুক্তির বিবরণ > conservation tillage depth and crop-residue system > fertilizer application,,Official webpage/table,,structured assembly of source table row,verified_against_visible_official_source,2026-07-24,False,
verified_0454,Cabbage,Produce quality,Reported benefits — item,Improves structure,,list_item,,Bangladesh Agricultural Research Institute (BARI),কেঁচো সার ও রাসায়নিক সারের সমন্বিত প্রয়োগে বাঁধাকপি উৎপাদন,https://baritechnology.org/m/crops/tech_detail/297,প্রযুক্তির বিবরণ > fertilizer description > application method > crop care,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0455,Tomato,Crop calendar,Transplanting window — reported window,Mid-November to Mid-December,,date_window,,Bangladesh Agricultural Research Institute (BARI),জিংক ও বোরন সার পাতায় সিঞ্চণ প্রয়োগে টমেটো চাষ,https://baritechnology.org/m/crops/tech_detail/300,প্রযুক্তির বিবরণ > অঞ্চল/মাটি/বীজ > sowing/transplanting > fertilizer table > foliar application,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0456,Tomato,Planting geometry,Row spacing,60,cm,text,,Bangladesh Agricultural Research Institute (BARI),টমেটো উৎপাদনে আরবাস্কুলার মাইকোরাইজা ও ফসফরাসের ব্যবহার,https://baritechnology.org/m/crops/tech_detail/304,প্রযুক্তির বিবরণ > production technology table > fertilizer rate and method,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0457,Mango,Pest scouting,First hopper-control timing — reported window,7 days after panicle emergence to 10 days after panicle emergence,,date_window,,Bangladesh Agricultural Research Institute (BARI),আমের ফুল ও ফল ঝরা রোধে টেকসই ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/322,প্রযুক্তির বিবরণ > seasonal management > age-based fertilizer table > application method,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0458,Bt Brinjal,Plant population,Seedling requirement — maximum,15625,seedlings/ha,number,,Bangladesh Agricultural Research Institute (BARI),বিটি বেগুনের উন্নত উৎপাদন প্রযুক্তি,https://baritechnology.org/m/crops/tech_detail/333,"প্রযুক্তির বিবরণ > varieties/seedlings > soil and planting > irrigation, harvest, yield and finance",,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
